Class Name,Created By,Created Date,Last Modified By,Last Modified Date,Type,Purpose,How It's Used
LkgUiControllerTest,Keith Irwin,2026-03-11,Keith Irwin,2026-06-15,test,"Unit test for LkgUiController, covering the metadata getter methods, contact search/filtering, settings defaults, and generateKey error handling for invalid payloads.","Run by the Apex test framework, calling LkgUiController's @AuraEnabled methods directly as a plain Apex caller."
LkgUiHardwareController,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,impl,"Lightning controller for hardware-based license key generation: fetches hardware key types, paginated Hardware__c/Asset records scoped to an Account, and orchestrates multi-hardware/multi-asset key generation via LkgProcessorHardwareKeys.",Invoked via @AuraEnabled methods from the LKG hardware-key-generation LWC; generateKeysForHardware parses a JSON payload and drives LkgProcessorHardwareKeys.executeForHardwareRecords.
LkgUiHardwareControllerTest,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,test,"Unit test for LkgUiHardwareController, covering hardware/asset queries (filters, paging, empty results) and generateKeysForHardware payload validation and success paths.","Run by the Apex test framework, calling LkgUiHardwareController's @AuraEnabled methods directly with synthetic Account/Hardware__c/Asset records."
LkgUiRobotCcssController,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,impl,"Lightning controller for Robot/CCSS silo license key management: queries non-expired License_Key__c records for an Account and generates/attaches an .HSL key file, optionally emailing it to contacts.",Invoked via @AuraEnabled methods from the Robot/CCSS LWC; generateFile delegates to LkgLicenseKeysFileService.generateFile.
LkgUiRobotCcssControllerTest,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,test,"Unit test for LkgUiRobotCcssController, covering silo filtering, expiry-date inclusion/exclusion, account scoping, and generateFile success/failure/malformed-JSON handling.",Run by the Apex test framework with synthetic Account and License_Key__c records.
MaintenanceDedupeException,Liam Jeong,2026-07-11,Liam Jeong,2026-07-11,impl,Typed exception subclass (extends AppException) used to classify New-Maintenance dedupe failures distinctly in Exception_Log__c by exception type rather than by RecordType.,Thrown/caught by NewMaintenanceDedupeService when duplicate New Maintenance renewal lines are detected during Amend/reopen flows.
MaintenanceOrderDecompositionService,Nir Kailash,2026-06-09,Liam Jeong,2026-07-09,impl,"FORTRA-PRODUCT-018 service that decomposes derived maintenance pricing into Base/Partner$/Discretionary$ components and persists them (plus commercial net carry-forward) onto OrderItem at quote-to-order conversion and post-reprice, including SC-3346 New-Maintenance $0 net fallback logic.",Static methods called by OrderRepriceInvocable (reprice pipeline) and QuoteToOrderFieldMapper (conversion mapping); also exposes an @InvocableMethod (backfillCarryForwardInvocable) callable from Flow for backfilling activated orders.
MaintenanceOrderDecompositionServiceTest,Nir Kailash,2026-06-09,Liam Jeong,2026-07-07,test,"Unit test for MaintenanceOrderDecompositionService (and touches QuoteToOrderFieldMapper) covering New-business maintenance base/partner/discretionary discount decomposition, renewal carry-forward patches, tier inference, and bulk backfill DML behavior.",Executed by the Apex test runner (@isTest); not invoked by application code.
MdtMaintAttrFixBatch,Nir Kailash,2026-07-13,Nir Kailash,2026-07-13,impl,"One-time UAT data-fix batch that ensures every Maintenance Product2 has a Maintenance Type Defn ProductAttributeDefinition (default Standard) with only Premier/Standard/Professional selectable via AttrPicklistExcludedValue, logging a revertible changelog to ContentVersion.",Kicked off manually via the static run(batchSize) helper from anonymous Apex / Execute Anonymous; implements Database.Batchable/Database.Stateful.
MdtMaintAttrFixBatchTest,Nir Kailash,2026-07-13,Nir Kailash,2026-07-13,test,"Minimal smoke test asserting MdtMaintAttrFixBatch's constants (attribute def Id, KEEP_VALUES) are set correctly so the batch class can deploy with RunLocalTests.",Executed by the Apex test runner (@IsTest); does not actually run the batch against data.
MicrobatchSelfRegController,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,impl,"Visualforce controller for an Experience Cloud self-registration page that creates a guest user, contact, and account via Network.createExternalUserAsync.",Bound to a Visualforce self-registration page (constructor reads the 'expid' URL parameter); registerUser() is the page's form-submit action.
MicrobatchSelfRegControllerTest,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,test,Test verifying MicrobatchSelfRegController.registerUser() returns null when invoked outside a guest-user site context.,Executed by the Apex test runner (@IsTest(SeeAllData=true)).
MockEmailSender,Keith Irwin,2026-03-11,Keith Irwin,2026-03-11,impl,"Test double implementing IEmailSender that captures sent Messaging.SingleEmailMessage objects instead of actually sending email, for use when org Email Deliverability is restricted.",Instantiated directly inside test classes to stub out real email-sending dependencies (implements IEmailSender interface).
MockEmailSenderResult,Keith Irwin,2026-03-11,Keith Irwin,2026-03-11,impl,Test double implementing IEmailSenderResult that wraps a configurable success flag and error message returned by MockEmailSender.,Constructed and returned by MockEmailSender.sendEmail() for test assertions on email-send outcomes.
MultiSelectPicklistParser,Joe Martinez,2026-01-09,Joe Martinez,2026-01-09,impl,"Splits a semicolon-delimited multi-select picklist string into a trimmed, non-blank list of text values.","Invoked from Flow via @InvocableMethod parseMultiSelectPicklist (label 'Parse Multi-Select Picklist', category 'Flow Helper')."
MultiSelectPicklistParserTest,Joe Martinez,2026-01-09,Joe Martinez,2026-01-09,test,"Unit tests for MultiSelectPicklistParser covering whitespace trimming, empty/null values, bulk requests, and special characters.",Executed by the Apex test runner (@isTest).
MyProfilePageController,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,impl,Visualforce controller allowing a logged-in portal/community user to view and edit their own User profile fields (excluding guest users).,Bound to a 'My Profile' Visualforce page; edit()/save()/cancel()/changePassword() are page action methods.
MyProfilePageControllerTest,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,test,"Test verifying MyProfilePageController correctly loads, edits, and saves the current (or an existing portal) user's profile fields such as Fax.","Executed by the Apex test runner (@IsTest(SeeAllData=true)), running as an existing portal user via System.runAs where available."
NewBusinessMaintenanceNets,Liam Jeong,2026-07-08,Liam Jeong,2026-07-10,impl,"Plain data-transfer object carrying New-Business derived-maintenance net pricing figures (expected list/commercial net, partner percent, software discount) between NewMaintenanceNetCalculator and PartnerNetPricePosthook.",Constructed and populated by NewMaintenanceNetCalculator and consumed by PartnerNetPricePosthook as a plain field-bag; no SOQL or logic of its own.
NewMaintenanceBandCalculator,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,"Pure utility resolving the New-Maintenance partner discount band from a billing partner's Discount-model Partner_Pricing_Model__c, and collecting billing-partner Ids / per-Quote or per-Order bands from loaded Quote/Order SObjects.",Called as a stateless helper by pricing prehooks/posthooks (e.g. partner net pricing logic) operating on already-queried Quote/Order maps; no SOQL of its own.
NewMaintenanceBandCalculatorTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,"Unit tests for NewMaintenanceBandCalculator verifying band resolution rules (Discount-model only, positive percent) and billing-partner/band collection across Quotes and Orders.",Executed by the Apex test runner (@IsTest).
NewMaintenanceDedupeService,Liam Jeong,2026-07-11,Liam Jeong,2026-07-11,impl,"Removes redundant Amend-carryover New Maintenance QuoteLineItems from New/Net-New quotes when a native-derived keeper line for the same product already exists, logging failures via ExceptionLogger instead of aborting.",Called post-persist (e.g. from RenewalQuoteLineCleanupQueueable or a quote-line trigger/flow handler) via the static dedupeForQuotes(Set<Id> quoteIds) entry point.
NewMaintenanceDedupeServiceTest,Liam Jeong,2026-07-11,Liam Jeong,2026-07-11,test,"Unit tests for NewMaintenanceDedupeService verifying it removes Amend carryover duplicates when a native keeper exists, no-ops on renewal quotes or when no keeper exists, and gracefully degrades/logs on delete failure.","Executed by the Apex test runner (@IsTest), including exercising the RenewalQuoteLineCleanupQueueable entry point."
NewMaintenanceInputResolver,Liam Jeong,2026-07-07,Liam Jeong,2026-07-12,impl,"Pure helper resolving per-line New-Maintenance pricing inputs (tier rate lookup/fallback, contributor net, partner-percent precedence, software discount) with no SOQL/DML.",Static utility called by New-Maintenance pricing Apex (e.g. net calculators/prehooks) during derived-maintenance line pricing.
NewMaintenanceInputResolverTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-12,test,Unit tests for NewMaintenanceInputResolver's pure input-resolution helpers.,Unit test for NewMaintenanceInputResolver.
NewMaintenanceNetCalculator,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,Pure New-Business derived-maintenance net arithmetic (list net = contributor net x rate; commercial net = list net less partner% then software%) with J-06 partner-band precedence logic.,Static utility invoked by New-Business maintenance pricing prehooks/services to compute expected list and commercial nets for maintenance lines.
NewMaintenanceNetCalculatorTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,"Unit tests for NewMaintenanceNetCalculator covering list/commercial net math, partner/software discount precedence, rounding, and negative-input handling.",Unit test for NewMaintenanceNetCalculator.
OperationsChecklistController,Marc DeBrey,2026-01-30,Marc DeBrey,2026-02-02,impl,"Aura/LWC controller exposing Quote checklist item retrieval (with completion %) and check/uncheck update operations, gated by a custom permission.",@AuraEnabled methods called from the Operations Checklist Lightning Web Component on the Quote page.
OperationsChecklistControllerTest,Marc DeBrey,2026-01-30,Marc DeBrey,2026-02-02,test,"Test class for OperationsChecklistController covering checklist retrieval, item updates, permission checks, and completion percentage calculation.",Unit test for OperationsChecklistController.
OperationsChecklistService,Marc DeBrey,2026-02-02,Marc DeBrey,2026-02-02,impl,"Service layer providing CRUD data access for Quote_Checklist_Item__c records (get by Quote, update checked status, update notes).",Static service methods called by OperationsChecklistController (and potentially other Apex) to read/write checklist items.
OperationsChecklistServiceTest,Marc DeBrey,2026-02-02,Marc DeBrey,2026-02-02,test,"Test class for OperationsChecklistService validating checklist item retrieval, check/uncheck updates, and notes updates.",Unit test for OperationsChecklistService.
OpportunityTriggerHandler,Marc DeBrey,2026-01-31,Joe Martinez,2026-02-25,impl,Opportunity trigger handler that sets Exchange_Rate_To_USD__c on insert/currency-change and manages Hardware__c lifecycle (delete Quoting hardware on Closed Lost if unreferenced elsewhere; activate Quoting hardware to Active on Order Processing).,Invoked from the Opportunity trigger's before insert/update and after update contexts.
OpportunityTriggerHandlerTest,Marc DeBrey,2026-01-31,Joe Martinez,2026-02-25,test,Test class for OpportunityTriggerHandler covering Hardware status lifecycle on stage changes and Exchange_Rate_To_USD__c population/refresh.,Unit test for OpportunityTriggerHandler.
OrderCascadeDeleter,Marc DeBrey,2026-04-21,Marc DeBrey,2026-04-30,impl,"Deletes an Order and all its dependent fulfillment records (FulfillmentOrder/FOLI, FulfillmentStep/StepSource/StepDependency, FulfillmentAsset, AssetFulfillmentDecomp, FulfillmentPlan, AppUsageAssignment) in dependency order, rolling back via savepoint on failure.",@InvocableMethod 'Cascade Delete Order' called from a Flow to clean up an Order and its fulfillment graph (e.g. migration/test data cleanup).
